Serial Number:20565252 --,,,,,
,,,,,
"Date Time, GMT -0700","Temp, (*F)",Host Connect,Button Down,Button Up,EOF
7/12/2022 21:16,81.44, , , , 
7/12/2022 21:17,81.4, , , , 
7/12/2022 21:18,81.26, , , , 
7/12/2022 21:19,81.13, , , , 
7/12/2022 21:20,80.97, , , , 
7/12/2022 21:21,80.74, , , , 
7/12/2022 21:22,80.61, , , , 
7/12/2022 21:23,80.64, , , , 
7/12/2022 21:24,80.62, , , , 
7/12/2022 21:25,80.7, , , , 
7/12/2022 21:26,80.82, , , , 
7/12/2022 21:27,80.9, , , , 
7/12/2022 21:28,80.99, , , , 
7/12/2022 21:29,81.13, , , , 
7/12/2022 21:30,81.22, , , , 
7/12/2022 21:31,81.34, , , , 
7/12/2022 21:32,81.4, , , , 
7/12/2022 21:33,81.36, , , , 
7/12/2022 21:34,81.26, , , , 
7/12/2022 21:35,81.11, , , , 
7/12/2022 21:36,80.91, , , , 
7/12/2022 21:37,80.72, , , , 
7/12/2022 21:38,80.57, , , , 
7/12/2022 21:39,80.51, , , , 
7/12/2022 21:40,80.51, , , , 
7/12/2022 21:41,80.57, , , , 
7/12/2022 21:42,80.64, , , , 
7/12/2022 21:43,80.8, , , , 
7/12/2022 21:44,80.88, , , , 
7/12/2022 21:45,81.01, , , , 
7/12/2022 21:46,81.11, , , , 
7/12/2022 21:47,81.24, , , , 
7/12/2022 21:48,81.36, , , , 
7/12/2022 21:49,81.44, , , , 
7/12/2022 21:50,81.36, , , , 
7/12/2022 21:51,81.18, , , , 
7/12/2022 21:52,81.01, , , , 
7/12/2022 21:53,80.82, , , , 
7/12/2022 21:54,80.62, , , , 
7/12/2022 21:55,80.45, , , , 
7/12/2022 21:56,80.35, , , , 
7/12/2022 21:57,80.39, , , , 
7/12/2022 21:58,80.47, , , , 
7/12/2022 21:59,80.59, , , , 
7/12/2022 22:00,80.72, , , , 
7/12/2022 22:01,80.84, , , , 
7/12/2022 22:02,80.97, , , , 
7/12/2022 22:03,81.07, , , , 
7/12/2022 22:04,81.24, , , , 
7/12/2022 22:05,81.3, , , , 
7/12/2022 22:06,81.38, , , , 
7/12/2022 22:07,81.34, , , , 
7/12/2022 22:08,81.24, , , , 
7/12/2022 22:09,81.11, , , , 
7/12/2022 22:10,80.91, , , , 
7/12/2022 22:11,80.7, , , , 
7/12/2022 22:12,80.55, , , , 
7/12/2022 22:13,80.51, , , , 
7/12/2022 22:14,80.55, , , , 
7/12/2022 22:15,80.61, , , , 
7/12/2022 22:16,80.7, , , , 
7/12/2022 22:17,80.82, , , , 
7/12/2022 22:18,80.91, , , , 
7/12/2022 22:19,81.07, , , , 
7/12/2022 22:20,81.15, , , , 
7/12/2022 22:21,81.24, , , , 
7/12/2022 22:22,81.36, , , , 
7/12/2022 22:23,81.38, , , , 
7/12/2022 22:24,81.28, , , , 
7/12/2022 22:25,81.11, , , , 
7/12/2022 22:26,80.91, , , , 
7/12/2022 22:27,80.66, , , , 
7/12/2022 22:28,80.43, , , , 
7/12/2022 22:29,80.3, , , , 
7/12/2022 22:30,80.3, , , , 
7/12/2022 22:31,80.3, , , , 
7/12/2022 22:32,80.35, , , , 
7/12/2022 22:33,80.49, , , , 
7/12/2022 22:34,80.62, , , , 
7/12/2022 22:35,80.7, , , , 
7/12/2022 22:36,80.88, , , , 
7/12/2022 22:37,80.97, , , , 
7/12/2022 22:38,81.09, , , , 
7/12/2022 22:39,81.17, , , , 
7/12/2022 22:40,81.24, , , , 
7/12/2022 22:41,81.13, , , , 
7/12/2022 22:42,80.97, , , , 
7/12/2022 22:43,80.88, , , , 
7/12/2022 22:44,80.61, , , , 
7/12/2022 22:45,80.45, , , , 
7/12/2022 22:46,80.3, , , , 
7/12/2022 22:47,80.26, , , , 
7/12/2022 22:48,80.26, , , , 
7/12/2022 22:49,80.39, , , , 
7/12/2022 22:50,80.47, , , , 
7/12/2022 22:51,80.62, , , , 
7/12/2022 22:52,80.78, , , , 
7/12/2022 22:53,80.88, , , , 
7/12/2022 22:54,80.97, , , , 
7/12/2022 22:55,81.11, , , , 
7/12/2022 22:56,81.18, , , , 
7/12/2022 22:57,81.26, , , , 
7/12/2022 22:58,81.28, , , , 
7/12/2022 22:59,81.34, , , , 
7/12/2022 23:00,81.44, , , , 
7/12/2022 23:01,81.45, , , , 
7/12/2022 23:02,81.57, , , , 
7/12/2022 23:03,81.63, , , , 
7/12/2022 23:04,81.65, , , , 
7/12/2022 23:05,81.74, , , , 
7/12/2022 23:06,81.76, , , , 
7/12/2022 23:07,81.84, , , , 
7/12/2022 23:08,81.8, , , , 
7/12/2022 23:09,81.63, , , , 
7/12/2022 23:10,81.55, , , , 
7/12/2022 23:11,81.4, , , , 
7/12/2022 23:12,81.18, , , , 
7/12/2022 23:13,80.93, , , , 
7/12/2022 23:14,80.82, , , , 
7/12/2022 23:15,80.78, , , , 
7/12/2022 23:16,80.76, , , , 
7/12/2022 23:17,80.82, , , , 
7/12/2022 23:18,80.9, , , , 
7/12/2022 23:19,81.01, , , , 
7/12/2022 23:20,81.11, , , , 
7/12/2022 23:21,81.2, , , , 
7/12/2022 23:22,81.32, , , , 
7/12/2022 23:23,81.4, , , , 
7/12/2022 23:24,81.44, , , , 
7/12/2022 23:25,81.45, , , , 
7/12/2022 23:26,81.42, , , , 
7/12/2022 23:27,81.45, , , , 
7/12/2022 23:28,81.47, , , , 
7/12/2022 23:29,81.53, , , , 
7/12/2022 23:30,81.59, , , , 
7/12/2022 23:31,81.65, , , , 
7/12/2022 23:32,81.74, , , , 
7/12/2022 23:33,81.8, , , , 
7/12/2022 23:34,81.84, , , , 
7/12/2022 23:35,81.86, , , , 
7/12/2022 23:36,81.82, , , , 
7/12/2022 23:37,81.74, , , , 
7/12/2022 23:38,81.67, , , , 
7/12/2022 23:39,81.51, , , , 
7/12/2022 23:40,81.3, , , , 
7/12/2022 23:41,81.18, , , , 
7/12/2022 23:42,81.15, , , , 
7/12/2022 23:43,81.17, , , , 
7/12/2022 23:44,81.24, , , , 
7/12/2022 23:45,81.42, , , , 
7/12/2022 23:46,81.57, , , , 
7/12/2022 23:47,81.74, , , , 
7/12/2022 23:48,81.92, , , , 
7/12/2022 23:49,82.05, , , , 
7/12/2022 23:50,82.19, , , , 
7/12/2022 23:51,82.36, , , , 
7/12/2022 23:52,82.44, , , , 
7/12/2022 23:53,82.54, , , , 
7/12/2022 23:54,82.59, , , , 
7/12/2022 23:55,82.71, , , , 
7/12/2022 23:56,82.83, , , , 
7/12/2022 23:57,82.96, , , , 
7/12/2022 23:58,83.02, , , , 
7/12/2022 23:59,83.13, , , , 
7/13/2022 0:00,83.25, , , , 
7/13/2022 0:01,83.33, , , , 
7/13/2022 0:02,83.4, , , , 
7/13/2022 0:03,83.48, , , , 
7/13/2022 0:04,83.48, , , , 
7/13/2022 0:05,83.35, , , , 
7/13/2022 0:06,83.15, , , , 
7/13/2022 0:07,82.88, , , , 
7/13/2022 0:08,82.67, , , , 
7/13/2022 0:09,82.54, , , , 
7/13/2022 0:10,82.44, , , , 
7/13/2022 0:11,82.38, , , , 
7/13/2022 0:12,82.44, , , , 
7/13/2022 0:13,82.48, , , , 
7/13/2022 0:14,82.54, , , , 
7/13/2022 0:15,82.61, , , , 
7/13/2022 0:16,82.73, , , , 
7/13/2022 0:17,82.79, , , , 
7/13/2022 0:18,82.88, , , , 
7/13/2022 0:19,83, , , , 
7/13/2022 0:20,83.02, , , , 
7/13/2022 0:21,83.02, , , , 
7/13/2022 0:22,83, , , , 
7/13/2022 0:23,83.1, , , , 
7/13/2022 0:24,83.17, , , , 
7/13/2022 0:25,83.25, , , , 
7/13/2022 0:26,83.33, , , , 
7/13/2022 0:27,83.39, , , , 
7/13/2022 0:28,83.48, , , , 
7/13/2022 0:29,83.6, , , , 
7/13/2022 0:30,83.64, , , , 
7/13/2022 0:31,83.64, , , , 
7/13/2022 0:32,83.66, , , , 
7/13/2022 0:33,83.64, , , , 
7/13/2022 0:34,83.62, , , , 
7/13/2022 0:35,83.67, , , , 
7/13/2022 0:36,83.71, , , , 
7/13/2022 0:37,83.75, , , , 
7/13/2022 0:38,83.87, , , , 
7/13/2022 0:39,83.87, , , , 
7/13/2022 0:40,83.96, , , , 
7/13/2022 0:41,84, , , , 
7/13/2022 0:42,84.04, , , , 
7/13/2022 0:43,84.1, , , , 
7/13/2022 0:44,84.14, , , , 
7/13/2022 0:45,84.2, , , , 
7/13/2022 0:46,84.22, , , , 
7/13/2022 0:47,84.23, , , , 
7/13/2022 0:48,84.27, , , , 
7/13/2022 0:49,84.31, , , , 
7/13/2022 0:50,84.31, , , , 
7/13/2022 0:51,84.35, , , , 
7/13/2022 0:52,84.39, , , , 
7/13/2022 0:53,84.39, , , , 
7/13/2022 0:54,84.39, , , , 
7/13/2022 0:55,84.49, , , , 
7/13/2022 0:56,84.45, , , , 
7/13/2022 0:57,84.47, , , , 
7/13/2022 0:58,84.47, , , , 
7/13/2022 0:59,84.52, , , , 
7/13/2022 1:00,84.58, , , , 
7/13/2022 1:01,84.56, , , , 
7/13/2022 1:02,84.6, , , , 
7/13/2022 1:03,84.62, , , , 
7/13/2022 1:04,84.62, , , , 
7/13/2022 1:05,84.64, , , , 
7/13/2022 1:06,84.66, , , , 
7/13/2022 1:07,84.68, , , , 
7/13/2022 1:08,84.66, , , , 
7/13/2022 1:09,84.68, , , , 
7/13/2022 1:10,84.7, , , , 
7/13/2022 1:11,84.74, , , , 
7/13/2022 1:12,84.72, , , , 
7/13/2022 1:13,84.7, , , , 
7/13/2022 1:14,84.74, , , , 
7/13/2022 1:15,84.78, , , , 
7/13/2022 1:16,84.76, , , , 
7/13/2022 1:17,84.79, , , , 
7/13/2022 1:18,84.81, , , , 
7/13/2022 1:19,84.79, , , , 
7/13/2022 1:20,84.85, , , , 
7/13/2022 1:21,84.87, , , , 
7/13/2022 1:22,84.85, , , , 
7/13/2022 1:23,84.85, , , , 
7/13/2022 1:24,84.93, , , , 
7/13/2022 1:25,84.89, , , , 
7/13/2022 1:26,84.89, , , , 
7/13/2022 1:27,84.91, , , , 
7/13/2022 1:28,84.93, , , , 
7/13/2022 1:29,84.95, , , , 
7/13/2022 1:30,84.95, , , , 
7/13/2022 1:31,84.97, , , , 
7/13/2022 1:32,84.95, , , , 
7/13/2022 1:33,84.99, , , , 
7/13/2022 1:34,84.97, , , , 
7/13/2022 1:35,85.06, , , , 
7/13/2022 1:36,85.01, , , , 
7/13/2022 1:37,85.01, , , , 
7/13/2022 1:38,85.03, , , , 
7/13/2022 1:39,85.06, , , , 
7/13/2022 1:40,85.03, , , , 
7/13/2022 1:41,85.08, , , , 
7/13/2022 1:42,85.06, , , , 
7/13/2022 1:43,85.1, , , , 
7/13/2022 1:44,85.1, , , , 
7/13/2022 1:45,85.14, , , , 
7/13/2022 1:46,85.16, , , , 
7/13/2022 1:47,85.18, , , , 
7/13/2022 1:48,85.16, , , , 
7/13/2022 1:49,85.16, , , , 
7/13/2022 1:50,85.2, , , , 
7/13/2022 1:51,85.18, , , , 
7/13/2022 1:52,85.26, , , , 
7/13/2022 1:53,85.18, , , , 
7/13/2022 1:54,85.18, , , , 
7/13/2022 1:55,85.24, , , , 
7/13/2022 1:56,85.28, , , , 
7/13/2022 1:57,85.3, , , , 
7/13/2022 1:58,85.32, , , , 
7/13/2022 1:59,85.32, , , , 
7/13/2022 2:00,85.34, , , , 
7/13/2022 2:01,85.32, , , , 
7/13/2022 2:02,85.34, , , , 
7/13/2022 2:03,85.35, , , , 
7/13/2022 2:04,85.35, , , , 
7/13/2022 2:05,85.34, , , , 
7/13/2022 2:06,85.35, , , , 
7/13/2022 2:07,85.35, , , , 
7/13/2022 2:08,85.37, , , , 
7/13/2022 2:09,85.37, , , , 
7/13/2022 2:10,85.41, , , , 
7/13/2022 2:11,85.37, , , , 
7/13/2022 2:12,85.35, , , , 
7/13/2022 2:13,85.43, , , , 
7/13/2022 2:14,85.43, , , , 
7/13/2022 2:15,85.43, , , , 
7/13/2022 2:16,85.47, , , , 
7/13/2022 2:17,85.47, , , , 
7/13/2022 2:18,85.45, , , , 
7/13/2022 2:19,85.45, , , , 
7/13/2022 2:20,85.49, , , , 
7/13/2022 2:21,85.45, , , , 
7/13/2022 2:22,85.53, , , , 
7/13/2022 2:23,85.47, , , , 
7/13/2022 2:24,85.51, , , , 
7/13/2022 2:25,85.51, , , , 
7/13/2022 2:26,85.51, , , , 
7/13/2022 2:27,85.51, , , , 
7/13/2022 2:28,85.51, , , , 
7/13/2022 2:29,85.55, , , , 
7/13/2022 2:30,85.55, , , , 
7/13/2022 2:31,85.53, , , , 
7/13/2022 2:32,85.53, , , , 
7/13/2022 2:33,85.45, , , , 
7/13/2022 2:34,85.34, , , , 
7/13/2022 2:35,85.16, , , , 
7/13/2022 2:36,84.99, , , , 
7/13/2022 2:37,84.81, , , , 
7/13/2022 2:38,84.68, , , , 
7/13/2022 2:39,84.6, , , , 
7/13/2022 2:40,84.54, , , , 
7/13/2022 2:41,84.54, , , , 
7/13/2022 2:42,84.56, , , , 
7/13/2022 2:43,84.64, , , , 
7/13/2022 2:44,84.66, , , , 
7/13/2022 2:45,84.76, , , , 
7/13/2022 2:46,84.81, , , , 
7/13/2022 2:47,84.87, , , , 
7/13/2022 2:48,84.91, , , , 
7/13/2022 2:49,84.91, , , , 
7/13/2022 2:50,84.79, , , , 
7/13/2022 2:51,84.58, , , , 
7/13/2022 2:52,84.33, , , , 
7/13/2022 2:53,84.06, , , , 
7/13/2022 2:54,83.85, , , , 
7/13/2022 2:55,83.71, , , , 
7/13/2022 2:56,83.69, , , , 
7/13/2022 2:57,83.71, , , , 
7/13/2022 2:58,83.81, , , , 
7/13/2022 2:59,83.87, , , , 
7/13/2022 3:00,83.93, , , , 
7/13/2022 3:01,84.02, , , , 
7/13/2022 3:02,84.14, , , , 
7/13/2022 3:03,84.18, , , , 
7/13/2022 3:04,84.23, , , , 
7/13/2022 3:05,84.29, , , , 
7/13/2022 3:06,84.29, , , , 
7/13/2022 3:07,84.33, , , , 
7/13/2022 3:08,84.31, , , , 
7/13/2022 3:09,84.41, , , , 
7/13/2022 3:10,84.43, , , , 
7/13/2022 3:11,84.49, , , , 
7/13/2022 3:12,84.52, , , , 
7/13/2022 3:13,84.58, , , , 
7/13/2022 3:14,84.6, , , , 
7/13/2022 3:15,84.62, , , , 
7/13/2022 3:16,84.64, , , , 
7/13/2022 3:17,84.62, , , , 
7/13/2022 3:18,84.66, , , , 
7/13/2022 3:19,84.66, , , , 
7/13/2022 3:20,84.68, , , , 
7/13/2022 3:21,84.7, , , , 
7/13/2022 3:22,84.74, , , , 
7/13/2022 3:23,84.79, , , , 
7/13/2022 3:24,84.79, , , , 
7/13/2022 3:25,84.85, , , , 
7/13/2022 3:26,84.85, , , , 
7/13/2022 3:27,84.91, , , , 
7/13/2022 3:28,84.95, , , , 
7/13/2022 3:29,84.95, , , , 
7/13/2022 3:30,84.99, , , , 
7/13/2022 3:31,85.01, , , , 
7/13/2022 3:32,85.08, , , , 
7/13/2022 3:33,85.08, , , , 
7/13/2022 3:34,85.12, , , , 
7/13/2022 3:35,85.12, , , , 
7/13/2022 3:36,85.22, , , , 
7/13/2022 3:37,85.24, , , , 
7/13/2022 3:38,85.26, , , , 
7/13/2022 3:39,85.3, , , , 
7/13/2022 3:40,85.34, , , , 
7/13/2022 3:41,85.34, , , , 
7/13/2022 3:42,85.41, , , , 
7/13/2022 3:43,85.41, , , , 
7/13/2022 3:44,85.43, , , , 
7/13/2022 3:45,85.39, , , , 
7/13/2022 3:46,85.41, , , , 
7/13/2022 3:47,85.41, , , , 
7/13/2022 3:48,85.47, , , , 
7/13/2022 3:49,85.49, , , , 
7/13/2022 3:50,85.53, , , , 
7/13/2022 3:51,85.55, , , , 
7/13/2022 3:52,85.59, , , , 
7/13/2022 3:53,85.61, , , , 
7/13/2022 3:54,85.62, , , , 
7/13/2022 3:55,85.62, , , , 
7/13/2022 3:56,85.62, , , , 
7/13/2022 3:57,85.62, , , , 
7/13/2022 3:58,85.62, , , , 
7/13/2022 3:59,85.64, , , , 
7/13/2022 4:00,85.61, , , , 
7/13/2022 4:01,85.62, , , , 
7/13/2022 4:02,85.62, , , , 
7/13/2022 4:03,85.62, , , , 
7/13/2022 4:04,85.64, , , , 
7/13/2022 4:05,85.59, , , , 
7/13/2022 4:06,85.64, , , , 
7/13/2022 4:07,85.64, , , , 
7/13/2022 4:08,85.64, , , , 
7/13/2022 4:09,85.66, , , , 
7/13/2022 4:10,85.72, , , , 
7/13/2022 4:11,85.7, , , , 
7/13/2022 4:12,85.72, , , , 
7/13/2022 4:13,85.74, , , , 
7/13/2022 4:14,85.76, , , , 
7/13/2022 4:15,85.78, , , , 
7/13/2022 4:16,85.72, , , , 
7/13/2022 4:17,85.64, , , , 
7/13/2022 4:18,85.43, , , , 
7/13/2022 4:19,85.2, , , , 
7/13/2022 4:20,85.01, , , , 
7/13/2022 4:21,84.81, , , , 
7/13/2022 4:22,84.66, , , , 
7/13/2022 4:23,84.64, , , , 
7/13/2022 4:24,84.6, , , , 
7/13/2022 4:25,84.62, , , , 
7/13/2022 4:26,84.64, , , , 
7/13/2022 4:27,84.68, , , , 
7/13/2022 4:28,84.76, , , , 
7/13/2022 4:29,84.79, , , , 
7/13/2022 4:30,84.85, , , , 
7/13/2022 4:31,84.93, , , , 
7/13/2022 4:32,84.97, , , , 
7/13/2022 4:33,84.97, , , , 
7/13/2022 4:34,84.97, , , , 
7/13/2022 4:35,84.99, , , , 
7/13/2022 4:36,84.95, , , , 
7/13/2022 4:37,85.05, , , , 
7/13/2022 4:38,85.06, , , , 
7/13/2022 4:39,85.08, , , , 
7/13/2022 4:40,85.14, , , , 
7/13/2022 4:41,85.2, , , , 
7/13/2022 4:42,85.24, , , , 
7/13/2022 4:43,85.26, , , , 
7/13/2022 4:44,85.26, , , , 
7/13/2022 4:45,85.24, , , , 
7/13/2022 4:46,85.22, , , , 
7/13/2022 4:47,85.26, , , , 
7/13/2022 4:48,85.32, , , , 
7/13/2022 4:49,85.32, , , , 
7/13/2022 4:50,85.39, , , , 
7/13/2022 4:51,85.37, , , , 
7/13/2022 4:52,85.41, , , , 
7/13/2022 4:53,85.45, , , , 
7/13/2022 4:54,85.47, , , , 
7/13/2022 4:55,85.51, , , , 
7/13/2022 4:56,85.55, , , , 
7/13/2022 4:57,85.61, , , , 
7/13/2022 4:58,85.62, , , , 
7/13/2022 4:59,85.62, , , , 
7/13/2022 5:00,85.72, , , , 
7/13/2022 5:01,85.72, , , , 
7/13/2022 5:02,85.78, , , , 
7/13/2022 5:03,85.74, , , , 
7/13/2022 5:04,85.8, , , , 
7/13/2022 5:05,85.82, , , , 
7/13/2022 5:06,85.82, , , , 
7/13/2022 5:07,85.86, , , , 
7/13/2022 5:08,85.84, , , , 
7/13/2022 5:09,85.82, , , , 
7/13/2022 5:10,85.78, , , , 
7/13/2022 5:11,85.82, , , , 
7/13/2022 5:12,85.78, , , , 
7/13/2022 5:13,85.78, , , , 
7/13/2022 5:14,85.76, , , , 
7/13/2022 5:15,85.74, , , , 
7/13/2022 5:16,85.78, , , , 
7/13/2022 5:17,85.8, , , , 
7/13/2022 5:18,85.82, , , , 
7/13/2022 5:19,85.84, , , , 
7/13/2022 5:20,85.86, , , , 
7/13/2022 5:21,85.86, , , , 
7/13/2022 5:22,85.86, , , , 
7/13/2022 5:23,85.82, , , , 
7/13/2022 5:24,85.59, , , , 
7/13/2022 5:25,85.37, , , , 
7/13/2022 5:26,85.18, , , , 
7/13/2022 5:27,85.01, , , , 
7/13/2022 5:28,84.89, , , , 
7/13/2022 5:29,84.81, , , , 
7/13/2022 5:30,84.78, , , , 
7/13/2022 5:31,84.79, , , , 
7/13/2022 5:32,84.83, , , , 
7/13/2022 5:33,84.87, , , , 
7/13/2022 5:34,84.91, , , , 
7/13/2022 5:35,84.93, , , , 
7/13/2022 5:36,84.97, , , , 
7/13/2022 5:37,85.05, , , , 
7/13/2022 5:38,85.14, , , , 
7/13/2022 5:39,85.1, , , , 
7/13/2022 5:40,85.08, , , , 
7/13/2022 5:41,85.1, , , , 
7/13/2022 5:42,85.1, , , , 
7/13/2022 5:43,85.18, , , , 
7/13/2022 5:44,85.18, , , , 
7/13/2022 5:45,85.22, , , , 
7/13/2022 5:46,85.32, , , , 
7/13/2022 5:47,85.32, , , , 
7/13/2022 5:48,85.35, , , , 
7/13/2022 5:49,85.35, , , , 
7/13/2022 5:50,85.35, , , , 
7/13/2022 5:51,85.34, , , , 
7/13/2022 5:52,85.35, , , , 
7/13/2022 5:53,85.35, , , , 
7/13/2022 5:54,85.39, , , , 
7/13/2022 5:55,85.43, , , , 
7/13/2022 5:56,85.45, , , , 
7/13/2022 5:57,85.47, , , , 
7/13/2022 5:58,85.57, , , , 
7/13/2022 5:59,85.55, , , , 
7/13/2022 6:00,85.62, , , , 
7/13/2022 6:01,85.61, , , , 
7/13/2022 6:02,85.61, , , , 
7/13/2022 6:03,85.66, , , , 
7/13/2022 6:04,85.74, , , , 
7/13/2022 6:05,85.72, , , , 
7/13/2022 6:06,85.72, , , , 
7/13/2022 6:07,85.7, , , , 
7/13/2022 6:08,85.74, , , , 
7/13/2022 6:09,85.74, , , , 
7/13/2022 6:10,85.78, , , , 
7/13/2022 6:11,85.78, , , , 
7/13/2022 6:12,85.78, , , , 
7/13/2022 6:13,85.8, , , , 
7/13/2022 6:14,85.78, , , , 
7/13/2022 6:15,85.82, , , , 
7/13/2022 6:16,85.84, , , , 
7/13/2022 6:17,85.82, , , , 
7/13/2022 6:18,85.88, , , , 
7/13/2022 6:19,85.84, , , , 
7/13/2022 6:20,85.86, , , , 
7/13/2022 6:21,85.82, , , , 
7/13/2022 6:22,85.78, , , , 
7/13/2022 6:23,85.82, , , , 
7/13/2022 6:24,85.82, , , , 
7/13/2022 6:25,85.8, , , , 
7/13/2022 6:26,85.82, , , , 
7/13/2022 6:27,85.76, , , , 
7/13/2022 6:28,85.84, , , , 
7/13/2022 6:29,85.84, , , , 
7/13/2022 6:30,85.78, , , , 
7/13/2022 6:31,85.61, , , , 
7/13/2022 6:32,85.37, , , , 
7/13/2022 6:33,85.18, , , , 
7/13/2022 6:34,85.03, , , , 
7/13/2022 6:35,84.89, , , , 
7/13/2022 6:36,84.81, , , , 
7/13/2022 6:37,84.78, , , , 
7/13/2022 6:38,84.78, , , , 
7/13/2022 6:39,84.79, , , , 
7/13/2022 6:40,84.87, , , , 
7/13/2022 6:41,84.91, , , , 
7/13/2022 6:42,85.01, , , , 
7/13/2022 6:43,85.05, , , , 
7/13/2022 6:44,85.18, , , , 
7/13/2022 6:45,85.2, , , , 
7/13/2022 6:46,85.18, , , , 
7/13/2022 6:47,85.18, , , , 
7/13/2022 6:48,85.2, , , , 
7/13/2022 6:49,85.22, , , , 
7/13/2022 6:50,85.24, , , , 
7/13/2022 6:51,85.3, , , , 
7/13/2022 6:52,85.35, , , , 
7/13/2022 6:53,85.41, , , , 
7/13/2022 6:54,85.45, , , , 
7/13/2022 6:55,85.53, , , , 
7/13/2022 6:56,85.51, , , , 
7/13/2022 6:57,85.53, , , , 
7/13/2022 6:58,85.51, , , , 
7/13/2022 6:59,85.51, , , , 
7/13/2022 7:00,85.49, , , , 
7/13/2022 7:01,85.57, , , , 
7/13/2022 7:02,85.55, , , , 
7/13/2022 7:03,85.61, , , , 
7/13/2022 7:04,85.66, , , , 
7/13/2022 7:05,85.66, , , , 
7/13/2022 7:06,85.72, , , , 
7/13/2022 7:07,85.74, , , , 
7/13/2022 7:08,85.76, , , , 
7/13/2022 7:09,85.76, , , , 
7/13/2022 7:10,85.86, , , , 
7/13/2022 7:11,85.82, , , , 
7/13/2022 7:12,85.9, , , , 
7/13/2022 7:13,85.91, , , , 
7/13/2022 7:14,85.93, , , , 
7/13/2022 7:15,85.95, , , , 
7/13/2022 7:16,85.95, , , , 
7/13/2022 7:17,85.95, , , , 
7/13/2022 7:18,85.99, , , , 
7/13/2022 7:19,85.97, , , , 
7/13/2022 7:20,85.99, , , , 
7/13/2022 7:21,85.99, , , , 
7/13/2022 7:22,86.03, , , , 
7/13/2022 7:23,86.01, , , , 
7/13/2022 7:24,86.01, , , , 
7/13/2022 7:25,86.01, , , , 
7/13/2022 7:26,85.97, , , , 
7/13/2022 7:27,85.97, , , , 
7/13/2022 7:28,85.95, , , , 
7/13/2022 7:29,85.95, , , , 
7/13/2022 7:30,86.01, , , , 
7/13/2022 7:31,86.05, , , , 
7/13/2022 7:32,86.01, , , , 
7/13/2022 7:33,85.99, , , , 
7/13/2022 7:34,86.01, , , , 
7/13/2022 7:35,85.95, , , , 
7/13/2022 7:36,85.82, , , , 
7/13/2022 7:37,85.59, , , , 
7/13/2022 7:38,85.35, , , , 
7/13/2022 7:39,85.2, , , , 
7/13/2022 7:40,85.05, , , , 
7/13/2022 7:41,84.97, , , , 
7/13/2022 7:42,84.95, , , , 
7/13/2022 7:43,84.95, , , , 
7/13/2022 7:44,84.97, , , , 
7/13/2022 7:45,85.05, , , , 
7/13/2022 7:46,85.1, , , , 
7/13/2022 7:47,85.18, , , , 
7/13/2022 7:48,85.2, , , , 
7/13/2022 7:49,85.3, , , , 
7/13/2022 7:50,85.35, , , , 
7/13/2022 7:51,85.37, , , , 
7/13/2022 7:52,85.39, , , , 
7/13/2022 7:53,85.41, , , , 
7/13/2022 7:54,85.39, , , , 
7/13/2022 7:55,85.47, , , , 
7/13/2022 7:56,85.47, , , , 
7/13/2022 7:57,85.53, , , , 
7/13/2022 7:58,85.55, , , , 
7/13/2022 7:59,85.57, , , , 
7/13/2022 8:00,85.59, , , , 
7/13/2022 8:01,85.62, , , , 
7/13/2022 8:02,85.64, , , , 
7/13/2022 8:03,85.66, , , , 
7/13/2022 8:04,85.64, , , , 
7/13/2022 8:05,85.62, , , , 
7/13/2022 8:06,85.7, , , , 
7/13/2022 8:07,85.7, , , , 
7/13/2022 8:08,85.76, , , , 
7/13/2022 8:09,85.82, , , , 
7/13/2022 8:10,85.78, , , , 
7/13/2022 8:11,85.82, , , , 
7/13/2022 8:12,85.88, , , , 
7/13/2022 8:13,85.9, , , , 
7/13/2022 8:14,85.95, , , , 
7/13/2022 8:15,85.95, , , , 
7/13/2022 8:16,86.03, , , , 
7/13/2022 8:17,86.11, , , , 
7/13/2022 8:18,86.15, , , , 
7/13/2022 8:19,86.13, , , , 
7/13/2022 8:20,86.2, , , , 
7/13/2022 8:21,86.22, , , , 
7/13/2022 8:22,86.28, , , , 
7/13/2022 8:23,86.3, , , , 
7/13/2022 8:24,86.3, , , , 
7/13/2022 8:25,86.36, , , , 
7/13/2022 8:26,86.4, , , , 
7/13/2022 8:27,86.36, , , , 
7/13/2022 8:28,86.42, , , , 
7/13/2022 8:29,86.45, , , , 
7/13/2022 8:30,86.44, , , , 
7/13/2022 8:31,86.53, , , , 
7/13/2022 8:32,86.55, , , , 
7/13/2022 8:33,86.51, , , , 
7/13/2022 8:34,86.4, , , , 
7/13/2022 8:35,86.22, , , , 
7/13/2022 8:36,86.03, , , , 
7/13/2022 8:37,85.84, , , , 
7/13/2022 8:38,85.64, , , , 
7/13/2022 8:39,85.49, , , , 
7/13/2022 8:40,85.43, , , , 
7/13/2022 8:41,85.34, , , , 
7/13/2022 8:42,85.35, , , , 
7/13/2022 8:43,85.32, , , , 
7/13/2022 8:44,85.35, , , , 
7/13/2022 8:45,85.35, , , , 
7/13/2022 8:46,85.32, , , , 
7/13/2022 8:47,85.3, , , , 
7/13/2022 8:48,85.3, , , , 
7/13/2022 8:49,85.26, , , , 
7/13/2022 8:50,85.2, , , , 
7/13/2022 8:51,85.1, , , , 
7/13/2022 8:52,85.06, , , , 
